Employee ID,Assessment,Score,Product,Pass/Fail,Sum,Employee,Queue,Scheduled,Avg Score,Gender,Coach, ActiveStartDate,Department,Date of Termination,QNH Score,Outcome,Length of Service
62,Owners and Finance Queue,89,RM12,True,1,,,,,,,,,,,,
63,Owners and Finance Queue,90,RM12,True,1,,,,,,,,,,,,
64,Owners and Finance Queue,73,RM12,False,0,,,,,,,,,,,,
65,Owners and Finance Queue,89,RM12,True,1,,,,,,,,,,,,
1,Scripting Certification Assessment,84,RM12,True,1,,,,,F,Sabrina Clore,2009-10-12,Product Support,,74.7,Not Met QNH,14.08
2,Scripting Certification Assessment,81,RM12,True,1,,,,,F,LCS,2012-01-23,PDC,,82.6,Met QNH,11.83
3,Scripting Certification Assessment,65,RM12,False,0,Peter Parks,Technical,,97.33333333333333,,,,,,,,
4,Scripting Certification Assessment,100,RM12,True,1,Brandi Hill,Technical,,98.0,,,,,,,,
5,Scripting Certification Assessment,83,RM12,True,1,Dr. Deborah Wilson,Technical,,98.0,,,,,,,,
6,Scripting Certification Assessment,98,RM12,True,1,Robert Collins,Technical,,94.0,,,,,,,,
7,Scripting Certification Assessment,83,RM12,True,1,Kevin Conrad,Technical,Yes,91.5,,,,,,,,
8,Scripting Certification Assessment,50,RM12,False,0,Jesse Marshall,Technical,,98.0,,,,,,,,
9,Scripting Certification Assessment,93,RM12,True,1,Jennifer Koch,Technical,Yes,98.0,,,,,,,,
10,Scripting Certification Assessment,39,RM12,False,0,Dr. Katherine Schneider,Technical,,96.5,,,,,,,,
11,Scripting Certification Assessment,42,RM12,False,0,Briana Lopez,Technical,,99.0,,,,,,,,
12,Scripting Certification Assessment,87,RM12,True,1,Brooke Cook,Technical,Yes,,,,,,,,,
13,Scripting Certification Assessment,56,RM12,False,0,John Nelson,Technical,Yes,,,,,,,,,
14,Scripting Certification Assessment,94,RM12,True,1,,,,,,,,,,,,
15,Scripting Certification Assessment,63,RM12,False,0,,,,,,,,,,,,
16,Scripting Certification Assessment,43,RM12,False,0,,,,,,,,,,,,
17,Scripting Certification Assessment,56,RM12,False,0,,,,,,,,,,,,
18,Scripting Certification Assessment,72,RM12,False,0,Sarah Howard,Scripting,Yes,98.4,,,,,,,,
19,Scripting Certification Assessment,37,RM12,False,0,Jacqueline Austin,Scripting,,90.66666666666667,,,,,,,,
20,Scripting Certification Assessment,80,RM12,True,1,Jennifer Cohen,Scripting,,96.0,,,,,,,,
21,Scripting Certification Assessment,64,RM12,False,0,Steven Walls,Scripting,,98.0,,,,,,,,
22,Scripting Certification Assessment,54,RM12,False,0,Ashley Garrett,Scripting,,95.0,,,,,,,,
23,Scripting Certification Assessment,81,RM12,True,1,Peggy Scott,Scripting,Yes,,,,,,,,,
24,Scripting Certification Assessment,79,RM12,False,0,Mrs. Robin Lee,Scripting,Yes,,,,,,,,,
25,Scripting Certification Assessment,13,RM12,False,0,,,,,,,,,,,,
26,Scripting Certification Assessment,51,RM12,False,0,,,,,,,,,,,,
27,Scripting Certification Assessment,98,RM12,True,1,Bethany Johnson,General,,90.6,,,,,,,,
28,Scripting Certification Assessment,91,RM12,True,1,Antonio Moore,General,,95.8,,,,,,,,
29,Scripting Certification Assessment,52,RM12,False,0,Benjamin Davis,General,Yes,96.66666666666667,,,,,,,,
30,Scripting Certification Assessment,89,RM12,True,1,Michelle Day,General,,100.0,,,,,,,,
31,Scripting Certification Assessment,98,RM12,True,1,Barbara Conner,General,,100.0,,,,,,,,
32,Scripting Certification Assessment,92,RM12,True,1,Ashley Dickerson,General,,97.33333333333333,,,,,,,,
33,Scripting Certification Assessment,76,RM12,False,0,Matthew Becker,General,,98.66666666666667,,,,,,,,
34,Scripting Certification Assessment,76,RM12,False,0,Carrie Moore,General,Yes,93.0,,,,,,,,
35,Scripting Certification Assessment,58,RM12,False,0,Joshua Garner,General,Yes,99.0,,,,,,,,
36,Scripting Certification Assessment,22,RM12,False,0,Ronald Mcgee,General,Yes,95.0,,,,,,,,
37,Scripting Certification Assessment,85,RM12,True,1,William Phillips,General,Yes,90.5,,,,,,,,
38,Scripting Certification Assessment,77,RM12,False,0,,,,,,,,,,,,
39,Scripting Certification Assessment,74,RM12,False,0,Melissa Smith,General,Yes,,,,,,,,,
40,Scripting Certification Assessment,79,RM12,False,0,,,,,,,,,,,,
41,Scripting Certification Assessment,91,RM12,True,1,,,,,,,,,,,,
42,Scripting Certification Assessment,78,RM12,False,0,,,,,,,,,,,,
43,Scripting Certification Assessment,75,RM12,False,0,Jacob Miller,Finance,,80.0,,,,,,,,
44,Scripting Certification Assessment,40,RM12,False,0,Thomas Lewis,Finance,,96.66666666666667,,,,,,,,
45,Scripting Certification Assessment,80,RM12,True,1,Victoria Carey,Finance,,97.5,,,,,,,,
46,Scripting Certification Assessment,80,RM12,True,1,Tracy Walker,Finance,,100.0,,,,,,,,
47,Scripting Certification Assessment,96,RM12,True,1,William Ortiz,Finance,,98.0,,,,,,,,
48,Scripting Certification Assessment,71,RM12,False,0,Amy Velazquez,Finance,,97.33333333333333,,,,,,,,
49,Scripting Certification Assessment,66,RM12,False,0,Heather Roberson,Finance,,97.33333333333333,,,,,,,,
50,Scripting Certification Assessment,89,RM12,True,1,Kathleen Hanson,Finance,,95.0,F,Morgan Walker,2019-11-11,Customer Success,,87.0,Met QNH,4.0
51,Scripting Certification Assessment,74,RM12,False,0,Katie Anderson,Finance,,96.0,,,,,,,,
52,Scripting Certification Assessment,88,RM12,True,1,Sarah Conner,Finance,,97.0,,,,,,,,
53,Scripting Certification Assessment,61,RM12,False,0,Bryan Ortega,Finance,Yes,,,,,,,,,
54,Scripting Certification Assessment,62,RM12,False,0,Ann Zimmerman,Finance,Yes,,M,Don Paquette,2019-01-07,Implementation,,97.0,Met QNH,4.83
55,Scripting Certification Assessment,71,RM12,False,0,Pamela Jacobs,Finance,Yes,,,,,,,,,
1,RM Certification: Mobile Knowledge,88,RM12,True,1,,,,,F,Sabrina Clore,2009-10-12,Product Support,,74.7,Not Met QNH,14.08
2,RM Certification: Mobile Knowledge,80,RM12,True,1,,,,,F,LCS,2012-01-23,PDC,,82.6,Met QNH,11.83
3,RM Certification: Mobile Knowledge,100,RM12,True,1,Peter Parks,Technical,,97.33333333333333,,,,,,,,
4,RM Certification: Mobile Knowledge,82,RM12,True,1,Brandi Hill,Technical,,98.0,,,,,,,,
5,RM Certification: Mobile Knowledge,94,RM12,True,1,Dr. Deborah Wilson,Technical,,98.0,,,,,,,,
6,RM Certification: Mobile Knowledge,97,RM12,True,1,Robert Collins,Technical,,94.0,,,,,,,,
7,RM Certification: Mobile Knowledge,94,RM12,True,1,Kevin Conrad,Technical,Yes,91.5,,,,,,,,
8,RM Certification: Mobile Knowledge,80,RM12,True,1,Jesse Marshall,Technical,,98.0,,,,,,,,
9,RM Certification: Mobile Knowledge,85,RM12,True,1,Jennifer Koch,Technical,Yes,98.0,,,,,,,,
10,RM Certification: Mobile Knowledge,68,RM12,False,0,Dr. Katherine Schneider,Technical,,96.5,,,,,,,,
11,RM Certification: Mobile Knowledge,88,RM12,True,1,Briana Lopez,Technical,,99.0,,,,,,,,
12,RM Certification: Mobile Knowledge,97,RM12,True,1,Brooke Cook,Technical,Yes,,,,,,,,,
13,RM Certification: Mobile Knowledge,77,RM12,False,0,John Nelson,Technical,Yes,,,,,,,,,
14,RM Certification: Mobile Knowledge,82,RM12,True,1,,,,,,,,,,,,
15,RM Certification: Mobile Knowledge,97,RM12,True,1,,,,,,,,,,,,
16,RM Certification: Mobile Knowledge,80,RM12,True,1,,,,,,,,,,,,
17,RM Certification: Mobile Knowledge,91,RM12,True,1,,,,,,,,,,,,
18,RM Certification: Mobile Knowledge,80,RM12,True,1,Sarah Howard,Scripting,Yes,98.4,,,,,,,,
19,RM Certification: Mobile Knowledge,85,RM12,True,1,Jacqueline Austin,Scripting,,90.66666666666667,,,,,,,,
20,RM Certification: Mobile Knowledge,85,RM12,True,1,Jennifer Cohen,Scripting,,96.0,,,,,,,,
21,RM Certification: Mobile Knowledge,82,RM12,True,1,Steven Walls,Scripting,,98.0,,,,,,,,
22,RM Certification: Mobile Knowledge,94,RM12,True,1,Ashley Garrett,Scripting,,95.0,,,,,,,,
23,RM Certification: Mobile Knowledge,88,RM12,True,1,Peggy Scott,Scripting,Yes,,,,,,,,,
24,RM Certification: Mobile Knowledge,80,RM12,True,1,Mrs. Robin Lee,Scripting,Yes,,,,,,,,,
25,RM Certification: Mobile Knowledge,94,RM12,True,1,,,,,,,,,,,,
26,RM Certification: Mobile Knowledge,97,RM12,True,1,,,,,,,,,,,,
27,RM Certification: Mobile Knowledge,80,RM12,True,1,Bethany Johnson,General,,90.6,,,,,,,,
28,RM Certification: Mobile Knowledge,94,RM12,True,1,Antonio Moore,General,,95.8,,,,,,,,
29,RM Certification: Mobile Knowledge,85,RM12,True,1,Benjamin Davis,General,Yes,96.66666666666667,,,,,,,,
30,RM Certification: Mobile Knowledge,77,RM12,False,0,Michelle Day,General,,100.0,,,,,,,,
31,RM Certification: Mobile Knowledge,85,RM12,True,1,Barbara Conner,General,,100.0,,,,,,,,
32,RM Certification: Mobile Knowledge,85,RM12,True,1,Ashley Dickerson,General,,97.33333333333333,,,,,,,,
33,RM Certification: Mobile Knowledge,82,RM12,True,1,Matthew Becker,General,,98.66666666666667,,,,,,,,
34,RM Certification: Mobile Knowledge,85,RM12,True,1,Carrie Moore,General,Yes,93.0,,,,,,,,
35,RM Certification: Mobile Knowledge,97,RM12,True,1,Joshua Garner,General,Yes,99.0,,,,,,,,
36,RM Certification: Mobile Knowledge,85,RM12,True,1,Ronald Mcgee,General,Yes,95.0,,,,,,,,
37,RM Certification: Mobile Knowledge,82,RM12,True,1,William Phillips,General,Yes,90.5,,,,,,,,
38,RM Certification: Mobile Knowledge,80,RM12,True,1,,,,,,,,,,,,
39,RM Certification: Mobile Knowledge,80,RM12,True,1,Melissa Smith,General,Yes,,,,,,,,,
40,RM Certification: Mobile Knowledge,48,RM12,False,0,,,,,,,,,,,,
41,RM Certification: Mobile Knowledge,100,RM12,True,1,,,,,,,,,,,,
42,RM Certification: Mobile Knowledge,80,RM12,True,1,,,,,,,,,,,,
43,RM Certification: Mobile Knowledge,100,RM12,True,1,Jacob Miller,Finance,,80.0,,,,,,,,
44,RM Certification: Mobile Knowledge,97,RM12,True,1,Thomas Lewis,Finance,,96.66666666666667,,,,,,,,
45,RM Certification: Mobile Knowledge,91,RM12,True,1,Victoria Carey,Finance,,97.5,,,,,,,,
46,RM Certification: Mobile Knowledge,94,RM12,True,1,Tracy Walker,Finance,,100.0,,,,,,,,
47,RM Certification: Mobile Knowledge,100,RM12,True,1,William Ortiz,Finance,,98.0,,,,,,,,
48,RM Certification: Mobile Knowledge,88,RM12,True,1,Amy Velazquez,Finance,,97.33333333333333,,,,,,,,
49,RM Certification: Mobile Knowledge,80,RM12,True,1,Heather Roberson,Finance,,97.33333333333333,,,,,,,,
50,RM Certification: Mobile Knowledge,88,RM12,True,1,Kathleen Hanson,Finance,,95.0,F,Morgan Walker,2019-11-11,Customer Success,,87.0,Met QNH,4.0
51,RM Certification: Mobile Knowledge,94,RM12,True,1,Katie Anderson,Finance,,96.0,,,,,,,,
52,RM Certification: Mobile Knowledge,94,RM12,True,1,Sarah Conner,Finance,,97.0,,,,,,,,
53,RM Certification: Mobile Knowledge,82,RM12,True,1,Bryan Ortega,Finance,Yes,,,,,,,,,
54,RM Certification: Mobile Knowledge,94,RM12,True,1,Ann Zimmerman,Finance,Yes,,M,Don Paquette,2019-01-07,Implementation,,97.0,Met QNH,4.83
55,RM Certification: Mobile Knowledge,91,RM12,True,1,Pamela Jacobs,Finance,Yes,,,,,,,,,
56,RM Certification: Mobile Knowledge,91,RM12,True,1,Joe Rodriguez,Finance,Yes,,,,,,,,,
57,RM Certification: Mobile Knowledge,94,RM12,True,1,,,,,,,,,,,,
58,RM Certification: Mobile Knowledge,82,RM12,True,1,Gloria Moreno,Finance,Yes,,,,,,,,,
59,RM Certification: Mobile Knowledge,91,RM12,True,1,,,,,,,,,,,,
60,RM Certification: Mobile Knowledge,88,RM12,True,1,,,,,,,,,,,,
61,RM Certification: Mobile Knowledge,88,RM12,True,1,,,,,M,LCS,2020-02-03,PDC,,98.0,Met QNH,3.75
62,RM Certification: Mobile Knowledge,94,RM12,True,1,,,,,,,,,,,,
63,RM Certification: Mobile Knowledge,84,RM12,True,1,,,,,,,,,,,,
64,RM Certification: Mobile Knowledge,83,RM12,True,1,,,,,,,,,,,,
65,RM Certification: Mobile Knowledge,69,RM12,False,0,,,,,,,,,,,,
1,RM Certification: General Knowledge,66,RM12,False,0,,,,,F,Sabrina Clore,2009-10-12,Product Support,,74.7,Not Met QNH,14.08
2,RM Certification: General Knowledge,100,RM12,True,1,,,,,F,LCS,2012-01-23,PDC,,82.6,Met QNH,11.83
3,RM Certification: General Knowledge,94,RM12,True,1,Peter Parks,Technical,,97.33333333333333,,,,,,,,
4,RM Certification: General Knowledge,92,RM12,True,1,Brandi Hill,Technical,,98.0,,,,,,,,
5,RM Certification: General Knowledge,83,RM12,True,1,Dr. Deborah Wilson,Technical,,98.0,,,,,,,,
6,RM Certification: General Knowledge,98,RM12,True,1,Robert Collins,Technical,,94.0,,,,,,,,
7,RM Certification: General Knowledge,88,RM12,True,1,Kevin Conrad,Technical,Yes,91.5,,,,,,,,
8,RM Certification: General Knowledge,81,RM12,True,1,Jesse Marshall,Technical,,98.0,,,,,,,,
9,RM Certification: General Knowledge,92,RM12,True,1,Jennifer Koch,Technical,Yes,98.0,,,,,,,,
10,RM Certification: General Knowledge,87,RM12,True,1,Dr. Katherine Schneider,Technical,,96.5,,,,,,,,
11,RM Certification: General Knowledge,96,RM12,True,1,Briana Lopez,Technical,,99.0,,,,,,,,
12,RM Certification: General Knowledge,81,RM12,True,1,Brooke Cook,Technical,Yes,,,,,,,,,
13,RM Certification: General Knowledge,81,RM12,True,1,John Nelson,Technical,Yes,,,,,,,,,
14,RM Certification: General Knowledge,87,RM12,True,1,,,,,,,,,,,,
15,RM Certification: General Knowledge,90,RM12,True,1,,,,,,,,,,,,
16,RM Certification: General Knowledge,88,RM12,True,1,,,,,,,,,,,,
17,RM Certification: General Knowledge,83,RM12,True,1,,,,,,,,,,,,
18,RM Certification: General Knowledge,94,RM12,True,1,Sarah Howard,Scripting,Yes,98.4,,,,,,,,
19,RM Certification: General Knowledge,92,RM12,True,1,Jacqueline Austin,Scripting,,90.66666666666667,,,,,,,,
20,RM Certification: General Knowledge,75,RM12,False,0,Jennifer Cohen,Scripting,,96.0,,,,,,,,
21,RM Certification: General Knowledge,98,RM12,True,1,Steven Walls,Scripting,,98.0,,,,,,,,
22,RM Certification: General Knowledge,96,RM12,True,1,Ashley Garrett,Scripting,,95.0,,,,,,,,
23,RM Certification: General Knowledge,88,RM12,True,1,Peggy Scott,Scripting,Yes,,,,,,,,,
24,RM Certification: General Knowledge,85,RM12,True,1,Mrs. Robin Lee,Scripting,Yes,,,,,,,,,
25,RM Certification: General Knowledge,96,RM12,True,1,,,,,,,,,,,,
26,RM Certification: General Knowledge,94,RM12,True,1,,,,,,,,,,,,
27,RM Certification: General Knowledge,92,RM12,True,1,Bethany Johnson,General,,90.6,,,,,,,,
28,RM Certification: General Knowledge,90,RM12,True,1,Antonio Moore,General,,95.8,,,,,,,,
29,RM Certification: General Knowledge,83,RM12,True,1,Benjamin Davis,General,Yes,96.66666666666667,,,,,,,,
30,RM Certification: General Knowledge,88,RM12,True,1,Michelle Day,General,,100.0,,,,,,,,
31,RM Certification: General Knowledge,96,RM12,True,1,Barbara Conner,General,,100.0,,,,,,,,
32,RM Certification: General Knowledge,92,RM12,True,1,Ashley Dickerson,General,,97.33333333333333,,,,,,,,
33,RM Certification: General Knowledge,83,RM12,True,1,Matthew Becker,General,,98.66666666666667,,,,,,,,
34,RM Certification: General Knowledge,88,RM12,True,1,Carrie Moore,General,Yes,93.0,,,,,,,,
35,RM Certification: General Knowledge,94,RM12,True,1,Joshua Garner,General,Yes,99.0,,,,,,,,
36,RM Certification: General Knowledge,94,RM12,True,1,Ronald Mcgee,General,Yes,95.0,,,,,,,,
37,RM Certification: General Knowledge,94,RM12,True,1,William Phillips,General,Yes,90.5,,,,,,,,
38,RM Certification: General Knowledge,87,RM12,True,1,,,,,,,,,,,,
39,RM Certification: General Knowledge,87,RM12,True,1,Melissa Smith,General,Yes,,,,,,,,,
40,RM Certification: General Knowledge,87,RM12,True,1,,,,,,,,,,,,
41,RM Certification: General Knowledge,87,RM12,True,1,,,,,,,,,,,,
42,RM Certification: General Knowledge,88,RM12,True,1,,,,,,,,,,,,
43,RM Certification: General Knowledge,87,RM12,True,1,Jacob Miller,Finance,,80.0,,,,,,,,
44,RM Certification: General Knowledge,94,RM12,True,1,Thomas Lewis,Finance,,96.66666666666667,,,,,,,,
45,RM Certification: General Knowledge,94,RM12,True,1,Victoria Carey,Finance,,97.5,,,,,,,,
46,RM Certification: General Knowledge,100,RM12,True,1,Tracy Walker,Finance,,100.0,,,,,,,,
47,RM Certification: General Knowledge,81,RM12,True,1,William Ortiz,Finance,,98.0,,,,,,,,
48,RM Certification: General Knowledge,90,RM12,True,1,Amy Velazquez,Finance,,97.33333333333333,,,,,,,,
49,RM Certification: General Knowledge,80,RM12,True,1,Heather Roberson,Finance,,97.33333333333333,,,,,,,,
50,RM Certification: General Knowledge,92,RM12,True,1,Kathleen Hanson,Finance,,95.0,F,Morgan Walker,2019-11-11,Customer Success,,87.0,Met QNH,4.0
51,RM Certification: General Knowledge,81,RM12,True,1,Katie Anderson,Finance,,96.0,,,,,,,,
52,RM Certification: General Knowledge,80,RM12,True,1,Sarah Conner,Finance,,97.0,,,,,,,,
53,RM Certification: General Knowledge,94,RM12,True,1,Bryan Ortega,Finance,Yes,,,,,,,,,
54,RM Certification: General Knowledge,90,RM12,True,1,Ann Zimmerman,Finance,Yes,,M,Don Paquette,2019-01-07,Implementation,,97.0,Met QNH,4.83
55,RM Certification: General Knowledge,90,RM12,True,1,Pamela Jacobs,Finance,Yes,,,,,,,,,
56,RM Certification: General Knowledge,96,RM12,True,1,Joe Rodriguez,Finance,Yes,,,,,,,,,
57,RM Certification: General Knowledge,92,RM12,True,1,,,,,,,,,,,,
58,RM Certification: General Knowledge,94,RM12,True,1,Gloria Moreno,Finance,Yes,,,,,,,,,
59,RM Certification: General Knowledge,83,RM12,True,1,,,,,,,,,,,,
60,RM Certification: General Knowledge,89,RM12,True,1,,,,,,,,,,,,
61,RM Certification: General Knowledge,89,RM12,True,1,,,,,M,LCS,2020-02-03,PDC,,98.0,Met QNH,3.75
62,RM Certification: General Knowledge,85,RM12,True,1,,,,,,,,,,,,
63,RM Certification: General Knowledge,83,RM12,True,1,,,,,,,,,,,,
64,RM Certification: General Knowledge,92,RM12,True,1,,,,,,,,,,,,
65,RM Certification: General Knowledge,82,RM12,True,1,,,,,,,,,,,,
66,RM Certification: General Knowledge,85,RM12,True,1,,,,,,,,,,,,
67,RM Certification: General Knowledge,94,RM12,True,1,Kevin Jones,Mobile,,94.0,,,,,,,,
68,RM Certification: General Knowledge,92,RM12,True,1,Jay Bond,Integrations,,98.0,,,,,,,,
69,RM Certification: General Knowledge,92,RM12,True,1,Matthew Stanley,Integrations,,97.33333333333333,,,,,,,,
70,RM Certification: General Knowledge,94,RM12,True,1,John Peters,Integrations,,95.33333333333333,,,,,,,,
71,RM Certification: General Knowledge,100,RM12,True,1,Kevin Nguyen,Integrations,,99.33333333333333,,,,,,,,
72,RM Certification: General Knowledge,80,RM12,True,1,Ronald Hammond,Mobile,Yes,96.5,,,,,,,,
73,RM Certification: General Knowledge,96,RM12,True,1,John Peterson,Integrations,Yes,96.0,,,,,,,,
74,RM Certification: General Knowledge,80,RM12,True,1,Drew Williams,Mobile,Yes,,,,,,,,,
75,RM Certification: General Knowledge,87,RM12,True,1,Scott Holloway,Mobile,Yes,,,,,,,,,
76,RM Certification: General Knowledge,91,RM12,True,1,Betty Anderson,Mobile,Yes,99.0,,,,,,,,
77,RM Certification: General Knowledge,98,RM12,True,1,,,,,,,,,,,,
78,RM Certification: General Knowledge,95,RM12,True,1,,,,,,,,,,,,
79,RM Certification: General Knowledge,96,RM12,True,1,,,,,,,,,,,,
80,RM Certification: General Knowledge,85,RM12,True,1,John Escobar,Integrations,Yes,,,,,,,,,
81,RM Certification: General Knowledge,95,RM12,True,1,,,,,,,,,,,,
82,RM Certification: General Knowledge,88,RM12,True,1,Mark Williams,Email,,100.0,,,,,,,,
83,RM Certification: General Knowledge,91,RM12,True,1,Antonio Hancock,Email,Yes,100.0,,,,,,,,
84,RM Certification: General Knowledge,85,RM12,True,1,Andrew Martin,Email,Yes,100.0,,,,,,,,
85,RM Certification: General Knowledge,93,RM12,True,1,,,,,,,,,,,,
86,RM Certification: General Knowledge,91,RM12,True,1,,,,,,,,,,,,
1,RM Certification: Integrations Knowledge,76,RM12,False,0,,,,,F,Sabrina Clore,2009-10-12,Product Support,,74.7,Not Met QNH,14.08
2,RM Certification: Integrations Knowledge,94,RM12,True,1,,,,,F,LCS,2012-01-23,PDC,,82.6,Met QNH,11.83
3,RM Certification: Integrations Knowledge,94,RM12,True,1,Peter Parks,Technical,,97.33333333333333,,,,,,,,
4,RM Certification: Integrations Knowledge,97,RM12,True,1,Brandi Hill,Technical,,98.0,,,,,,,,
5,RM Certification: Integrations Knowledge,91,RM12,True,1,Dr. Deborah Wilson,Technical,,98.0,,,,,,,,
6,RM Certification: Integrations Knowledge,91,RM12,True,1,Robert Collins,Technical,,94.0,,,,,,,,
7,RM Certification: Integrations Knowledge,97,RM12,True,1,Kevin Conrad,Technical,Yes,91.5,,,,,,,,
8,RM Certification: Integrations Knowledge,91,RM12,True,1,Jesse Marshall,Technical,,98.0,,,,,,,,
9,RM Certification: Integrations Knowledge,76,RM12,False,0,Jennifer Koch,Technical,Yes,98.0,,,,,,,,
10,RM Certification: Integrations Knowledge,85,RM12,True,1,Dr. Katherine Schneider,Technical,,96.5,,,,,,,,
11,RM Certification: Integrations Knowledge,85,RM12,True,1,Briana Lopez,Technical,,99.0,,,,,,,,
12,RM Certification: Integrations Knowledge,85,RM12,True,1,Brooke Cook,Technical,Yes,,,,,,,,,
13,RM Certification: Integrations Knowledge,88,RM12,True,1,John Nelson,Technical,Yes,,,,,,,,,
14,RM Certification: Integrations Knowledge,100,RM12,True,1,,,,,,,,,,,,
15,RM Certification: Integrations Knowledge,91,RM12,True,1,,,,,,,,,,,,
16,RM Certification: Integrations Knowledge,73,RM12,False,0,,,,,,,,,,,,
17,RM Certification: Integrations Knowledge,100,RM12,True,1,,,,,,,,,,,,
18,RM Certification: Integrations Knowledge,97,RM12,True,1,Sarah Howard,Scripting,Yes,98.4,,,,,,,,
19,RM Certification: Integrations Knowledge,94,RM12,True,1,Jacqueline Austin,Scripting,,90.66666666666667,,,,,,,,
20,RM Certification: Integrations Knowledge,94,RM12,True,1,Jennifer Cohen,Scripting,,96.0,,,,,,,,
21,RM Certification: Integrations Knowledge,88,RM12,True,1,Steven Walls,Scripting,,98.0,,,,,,,,
22,RM Certification: Integrations Knowledge,85,RM12,True,1,Ashley Garrett,Scripting,,95.0,,,,,,,,
23,RM Certification: Integrations Knowledge,97,RM12,True,1,Peggy Scott,Scripting,Yes,,,,,,,,,
24,RM Certification: Integrations Knowledge,91,RM12,True,1,Mrs. Robin Lee,Scripting,Yes,,,,,,,,,
25,RM Certification: Integrations Knowledge,94,RM12,True,1,,,,,,,,,,,,
26,RM Certification: Integrations Knowledge,79,RM12,False,0,,,,,,,,,,,,
27,RM Certification: Integrations Knowledge,94,RM12,True,1,Bethany Johnson,General,,90.6,,,,,,,,
28,RM Certification: Integrations Knowledge,100,RM12,True,1,Antonio Moore,General,,95.8,,,,,,,,
29,RM Certification: Integrations Knowledge,85,RM12,True,1,Benjamin Davis,General,Yes,96.66666666666667,,,,,,,,
30,RM Certification: Integrations Knowledge,100,RM12,True,1,Michelle Day,General,,100.0,,,,,,,,
31,RM Certification: Integrations Knowledge,94,RM12,True,1,Barbara Conner,General,,100.0,,,,,,,,
32,RM Certification: Integrations Knowledge,94,RM12,True,1,Ashley Dickerson,General,,97.33333333333333,,,,,,,,
33,RM Certification: Integrations Knowledge,91,RM12,True,1,Matthew Becker,General,,98.66666666666667,,,,,,,,
34,RM Certification: Integrations Knowledge,88,RM12,True,1,Carrie Moore,General,Yes,93.0,,,,,,,,
35,RM Certification: Integrations Knowledge,94,RM12,True,1,Joshua Garner,General,Yes,99.0,,,,,,,,
36,RM Certification: Integrations Knowledge,100,RM12,True,1,Ronald Mcgee,General,Yes,95.0,,,,,,,,
37,RM Certification: Integrations Knowledge,100,RM12,True,1,William Phillips,General,Yes,90.5,,,,,,,,
38,RM Certification: Integrations Knowledge,97,RM12,True,1,,,,,,,,,,,,
39,RM Certification: Integrations Knowledge,97,RM12,True,1,Melissa Smith,General,Yes,,,,,,,,,
40,RM Certification: Integrations Knowledge,85,RM12,True,1,,,,,,,,,,,,
41,RM Certification: Integrations Knowledge,94,RM12,True,1,,,,,,,,,,,,
42,RM Certification: Integrations Knowledge,97,RM12,True,1,,,,,,,,,,,,
43,RM Certification: Integrations Knowledge,91,RM12,True,1,Jacob Miller,Finance,,80.0,,,,,,,,
44,RM Certification: Integrations Knowledge,85,RM12,True,1,Thomas Lewis,Finance,,96.66666666666667,,,,,,,,
45,RM Certification: Integrations Knowledge,82,RM12,True,1,Victoria Carey,Finance,,97.5,,,,,,,,
46,RM Certification: Integrations Knowledge,88,RM12,True,1,Tracy Walker,Finance,,100.0,,,,,,,,
47,RM Certification: Integrations Knowledge,91,RM12,True,1,William Ortiz,Finance,,98.0,,,,,,,,
48,RM Certification: Integrations Knowledge,85,RM12,True,1,Amy Velazquez,Finance,,97.33333333333333,,,,,,,,
49,RM Certification: Integrations Knowledge,91,RM12,True,1,Heather Roberson,Finance,,97.33333333333333,,,,,,,,
50,RM Certification: Integrations Knowledge,88,RM12,True,1,Kathleen Hanson,Finance,,95.0,F,Morgan Walker,2019-11-11,Customer Success,,87.0,Met QNH,4.0
51,RM Certification: Integrations Knowledge,82,RM12,True,1,Katie Anderson,Finance,,96.0,,,,,,,,
52,RM Certification: Integrations Knowledge,85,RM12,True,1,Sarah Conner,Finance,,97.0,,,,,,,,
53,RM Certification: Integrations Knowledge,94,RM12,True,1,Bryan Ortega,Finance,Yes,,,,,,,,,
54,RM Certification: Integrations Knowledge,88,RM12,True,1,Ann Zimmerman,Finance,Yes,,M,Don Paquette,2019-01-07,Implementation,,97.0,Met QNH,4.83
55,RM Certification: Integrations Knowledge,97,RM12,True,1,Pamela Jacobs,Finance,Yes,,,,,,,,,
1,RM Certification: Technical Knowledge,88,RM12,True,1,,,,,F,Sabrina Clore,2009-10-12,Product Support,,74.7,Not Met QNH,14.08
2,RM Certification: Technical Knowledge,85,RM12,True,1,,,,,F,LCS,2012-01-23,PDC,,82.6,Met QNH,11.83
3,RM Certification: Technical Knowledge,88,RM12,True,1,Peter Parks,Technical,,97.33333333333333,,,,,,,,
4,RM Certification: Technical Knowledge,88,RM12,True,1,Brandi Hill,Technical,,98.0,,,,,,,,
5,RM Certification: Technical Knowledge,92,RM12,True,1,Dr. Deborah Wilson,Technical,,98.0,,,,,,,,
6,RM Certification: Technical Knowledge,85,RM12,True,1,Robert Collins,Technical,,94.0,,,,,,,,
7,RM Certification: Technical Knowledge,85,RM12,True,1,Kevin Conrad,Technical,Yes,91.5,,,,,,,,
8,RM Certification: Technical Knowledge,70,RM12,False,0,Jesse Marshall,Technical,,98.0,,,,,,,,
9,RM Certification: Technical Knowledge,81,RM12,True,1,Jennifer Koch,Technical,Yes,98.0,,,,,,,,
